-988.159423828,0.0
-1004.81396484,0.1
-1010.83282471,0.5
-1004.8762207,0.8
-974.542907715,1.0
-970.83001709,0.8
-963.906982422,0.5
-975.826599121,0.1
-1020.82006836,0.0
-995.300720215,0.0
-1030.03405762,0.0
-1020.31488037,0.0
-971.903259277,0.0
-1005.11260986,0.0
-1007.69750977,0.0
-1017.08032227,0.0
-992.002502441,0.1
-998.710021973,0.5
-1004.55371094,0.8
-977.651855469,1.0
-1010.20861816,0.8
-971.356201172,0.5
-977.045776367,0.1
-980.904296875,0.0
-982.086730957,0.0
-986.817016602,0.0
-991.675354004,0.1
-971.126281738,0.5
-980.95123291,0.8
-991.403808594,1.0
-1000.88153076,0.8
-961.538574219,0.5
-995.875305176,0.1
-987.39074707,0.0
-989.680908203,0.1
-1004.5020752,0.5
-989.668762207,0.8
-1004.18774414,1.0
-954.215393066,0.8
-938.465637207,0.5
-946.647521973,0.1
-956.437072754,0.0
-946.585632324,0.0
-944.668151855,0.0
-934.803039551,0.0
-945.515930176,0.0
-964.697021484,0.0
-944.245483398,0.0
-952.989257812,0.0
-991.468933105,0.0
-1005.47674561,0.0
-1013.23132324,0.0
-1012.08551025,0.0
-1028.56652832,0.1
-1014.9317627,0.5
-1006.59381104,0.8
-1000.44793701,1.0
-1003.64538574,0.8
-968.263000488,0.5
-961.093811035,0.1
-925.532409668,0.0
-961.995544434,0.0
-951.718505859,0.0
-996.891601562,0.1
-996.202209473,0.5
-974.076843262,0.8
-987.511657715,1.0
-972.813110352,0.8
-977.45916748,0.5
-932.874694824,0.1
-974.763977051,0.0
-986.707397461,0.0
-981.872802734,0.0
-1003.17126465,0.0
-968.087768555,0.0
-973.52130127,0.0
-1006.54138184,0.0
-998.116516113,0.0
-1019.21820068,0.0
-1021.40716553,0.0
-1030.12243652,0.0
-1017.0223999,0.0
-993.53338623,0.0
-1029.33666992,0.0
-1031.3951416,0.0
-1037.93139648,0.0
-1031.75195312,0.0
-1003.08215332,0.0
-996.894958496,0.0
-986.814208984,0.0
-977.050170898,0.1
-954.981567383,0.5
-973.959594727,0.8
-968.856323242,1.0
-974.518737793,0.8
-985.67376709,0.5
-991.170410156,0.1
-969.354003906,0.0
-995.534729004,0.0
-999.081970215,0.0
-1017.269104,0.0
-995.487915039,0.0
-1003.25146484,0.0
-1022.45074463,0.0
-1019.7109375,0.0
-1039.84887695,0.0
-1065.04467773,0.0
-1030.74499512,0.0
-1030.67810059,0.0
-1022.67907715,0.0
-1057.85400391,0.0
-1098.35949707,0.1
-1125.1763916,0.5
-1097.60803223,0.8
-1070.28771973,1.0
-1120.83166504,0.8
-1188.71057129,0.5
-1189.97302246,0.1
-1221.99487305,0.0
-1224.90856934,0.0
-1251.44897461,0.0
-1236.08374023,0.0
-1254.95874023,0.0
-1312.30957031,0.0
-1298.6817627,0.0
-1330.59887695,0.1
-1321.84875488,0.5
-1289.24694824,0.8
-1313.19055176,1.0
-1301.203125,0.8
-1285.29125977,0.5
-1332.19958496,0.1
-1347.96032715,0.0
-1363.76525879,0.0
